user_id,age,country
264955,44.0,usa
89128,39.0,usa
6671,54.0,usa
16805,47.0,usa
35598,49.0,usa
79150,25.0,usa
108261,66.0,usa
154223,50.0,usa
165215,37.0,usa
170847,38.0,usa
176074,63.0,usa
194177,33.0,usa
208236,30.0,usa
233112,40.0,usa
44280,25.0,usa
45416,48.0,usa
20266,51.0,usa
3569,54.0,usa
47891,38.0,usa
59133,27.0,usa
75018,40.0,usa
83208,71.0,usa
88481,48.0,usa
108773,57.0,others
135143,29.0,usa
163754,37.0,usa
166812,18.0,usa
231847,51.0,usa
245750,17.0,usa
5273,47.0,usa
29690,30.0,usa
41980,17.0,canada
164056,17.0,usa
9174,37.0,usa
14230,30.0,usa
40939,25.0,usa
44002,59.0,usa
44421,23.0,canada
55251,26.0,canada
56323,29.0,canada
86276,16.0,singapore
94688,18.0,canada
95554,36.0,usa
97318,35.0,usa
110785,30.0,usa
116676,47.0,canada
117196,32.0,usa
139902,27.0,unitedkingdom
173508,26.0,usa
175235,44.0,usa
180458,30.0,canada
188796,49.0,canada
208251,35.0,usa
275074,41.0,usa
13646,29.0,usa
48342,18.0,usa
50303,37.0,usa
61915,42.0,usa
75096,28.0,usa
75292,20.0,usa
99169,61.0,unitedkingdom
122782,38.0,usa
124127,20.0,france
124375,19.0,usa
125178,31.0,usa
125840,38.0,usa
129444,30.0,usa
144943,33.0,usa
148226,34.0,australia
152723,29.0,usa
153865,77.0,usa
154004,17.0,usa
187626,28.0,usa
257532,24.0,usa
269499,15.0,usa
271533,34.0,usa
58489,24.0,usa
274385,46.0,canada
44190,50.0,usa
269009,16.0,unitedkingdom
80157,19.0,usa
268022,52.0,usa
165503,17.0,romania
387,17.0,usa
148966,35.0,usa
10924,20.0,usa
26616,20.0,usa
30168,17.0,usa
75595,35.0,netherlands
95525,46.0,unitedkingdom
245874,25.0,usa
262642,20.0,usa
7079,34.0,usa
16908,55.0,usa
19648,27.0,usa
31404,32.0,usa
31692,33.0,usa
38618,38.0,canada
52691,34.0,usa
60029,42.0,usa
68126,49.0,usa
82587,23.0,canada
93355,52.0,usa
102780,40.0,usa
149194,50.0,usa
167865,28.0,canada
176679,41.0,canada
220841,43.0,usa
251017,35.0,usa
275481,64.0,usa
12680,20.0,usa
1559,29.0,unitedkingdom
15890,28.0,usa
22274,33.0,usa
26377,18.0,usa
48503,28.0,usa
55454,32.0,usa
55787,34.0,usa
57621,40.0,usa
60253,35.0,usa
74825,38.0,australia
87007,53.0,usa
92020,16.0,usa
105576,15.0,usa
121417,24.0,usa
125332,47.0,unitedkingdom
133272,45.0,usa
136782,15.0,unitedkingdom
163186,39.0,usa
171454,16.0,usa
174190,43.0,usa
174993,23.0,usa
189403,33.0,canada
229160,58.0,usa
264760,46.0,usa
266589,33.0,canada
268026,39.0,usa
268489,51.0,usa
274142,54.0,canada
28181,14.0,usa
72785,39.0,usa
80503,27.0,usa
88416,51.0,usa
4059,26.0,usa
4938,30.0,usa
5638,21.0,usa
6670,54.0,usa
11053,59.0,malaysia
14966,22.0,usa
16631,32.0,usa
18629,41.0,usa
21141,18.0,usa
23896,75.0,usa
26025,32.0,usa
27557,51.0,usa
28884,38.0,canada
51924,43.0,canada
54808,32.0,ireland
62887,46.0,usa
67270,27.0,canada
74517,45.0,usa
75281,58.0,usa
79563,18.0,usa
80841,51.0,usa
82578,21.0,unitedkingdom
85273,35.0,usa
90088,28.0,usa
93630,13.0,usa
96108,29.0,usa
97620,21.0,usa
104560,14.0,usa
106606,44.0,usa
111124,19.0,canada
111797,14.0,usa
124093,26.0,usa
126404,38.0,usa
126653,22.0,usa
127581,25.0,usa
130243,36.0,canada
132012,16.0,usa
138054,25.0,usa
144975,44.0,usa
149198,17.0,usa
149400,48.0,usa
151663,27.0,usa
161615,40.0,usa
162035,27.0,usa
169075,33.0,usa
171165,36.0,malaysia
173020,43.0,usa
179334,37.0,usa
187198,69.0,usa
187232,83.0,usa
188265,37.0,usa
198002,29.0,usa
202287,41.0,usa
203756,20.0,usa
205487,36.0,usa
212631,57.0,usa
234736,14.0,usa
238688,24.0,usa
243584,73.0,usa
244526,14.0,usa
246495,34.0,usa
254261,21.0,usa
255677,17.0,usa
256633,23.0,usa
257378,35.0,others
258842,28.0,usa
263846,35.0,usa
266164,68.0,usa
266584,44.0,usa
267297,29.0,usa
267738,35.0,unitedkingdom
187110,73.0,usa
187932,50.0,usa
276634,53.0,usa
8240,50.0,usa
9083,34.0,usa
11668,35.0,usa
27891,27.0,usa
28495,49.0,usa
34957,21.0,usa
49723,40.0,france
90176,64.0,usa
90358,20.0,usa
106437,35.0,usa
107631,26.0,usa
117396,30.0,usa
126154,42.0,usa
131622,51.0,usa
135172,35.0,switzerland
141927,29.0,usa
143609,54.0,usa
144715,42.0,usa
154269,62.0,usa
157281,44.0,usa
168573,24.0,usa
170077,58.0,usa
187018,23.0,japan
188441,38.0,usa
195445,28.0,unitedkingdom
199283,50.0,usa
208548,50.0,usa
210872,17.0,usa
237747,41.0,usa
245604,43.0,usa
249086,38.0,usa
250517,31.0,usa
259400,54.0,usa
269344,28.0,usa
273905,35.0,usa
22812,35.0,usa
34476,53.0,usa
34736,42.0,usa
34748,39.0,usa
41123,40.0,usa
101790,21.0,usa
121943,20.0,canada
130995,59.0,usa
132537,51.0,usa
136357,54.0,usa
138365,35.0,usa
142826,26.0,usa
162092,26.0,australia
170319,69.0,canada
189463,64.0,usa
220694,52.0,usa
254577,47.0,usa
16994,31.0,usa
245942,43.0,usa
2770,14.0,usa
8186,33.0,usa
27287,53.0,usa
41197,37.0,usa
116922,25.0,usa
189813,32.0,canada
216037,53.0,usa
242718,30.0,usa
274644,24.0,usa
88081,41.0,usa
153235,69.0,usa
249140,46.0,malaysia
68073,44.0,usa
11271,43.0,usa
18702,24.0,usa
30257,36.0,usa
78286,15.0,usa
127113,39.0,usa
134302,25.0,usa
151043,20.0,usa
153089,24.0,usa
185752,25.0,usa
229224,23.0,usa
257625,22.0,usa
30319,41.0,usa
31141,37.0,usa
38457,51.0,usa
40602,37.0,usa
65465,22.0,usa
69964,50.0,canada
76480,38.0,usa
86419,48.0,usa
88330,25.0,usa
90752,35.0,usa
99216,34.0,usa
116582,32.0,usa
121057,21.0,usa
132687,28.0,usa
137687,53.0,usa
138999,35.0,usa
141840,25.0,usa
143663,49.0,usa
146734,37.0,usa
149245,20.0,usa
152496,18.0,usa
170151,28.0,canada
175851,63.0,usa
183129,50.0,usa
185467,27.0,usa
189718,24.0,unitedkingdom
193272,28.0,usa
198564,42.0,usa
213859,48.0,usa
221753,35.0,usa
227686,34.0,usa
243376,31.0,usa
244340,29.0,usa
252917,35.0,canada
278255,34.0,usa
392,44.0,spain
135241,27.0,spain
120251,59.0,spain
8360,52.0,spain
200067,30.0,usa
3757,53.0,spain
14958,39.0,spain
38589,36.0,spain
178890,40.0,spain
204567,25.0,spain
9029,15.0,spain
43645,33.0,spain
393,24.0,unitedkingdom
30411,60.0,unitedkingdom
50769,43.0,unitedkingdom
145342,36.0,newzealand
181598,27.0,canada
256023,38.0,canada
260549,24.0,canada
408,17.0,usa
77273,19.0,usa
79430,49.0,usa
110807,28.0,usa
111171,47.0,usa
156985,19.0,usa
93130,61.0,canada
150554,15.0,usa
165316,39.0,usa
214717,23.0,usa
252422,38.0,usa
222204,42.0,usa
13094,24.0,usa
76019,28.0,unitedkingdom
84671,43.0,canada
117210,35.0,usa
126911,57.0,usa
130085,42.0,australia
136291,23.0,usa
160011,56.0,usa
165435,23.0,canada
176609,26.0,germany
195943,17.0,usa
207936,58.0,canada
254787,34.0,usa
272415,26.0,israel
70504,33.0,canada
242061,34.0,usa
2115,55.0,usa
7620,21.0,usa
9484,30.0,canada
12698,32.0,usa
16835,28.0,usa
17944,33.0,usa
21888,26.0,usa
22936,23.0,usa
23353,31.0,usa
23881,35.0,canada
28255,23.0,canada
33727,25.0,canada
37710,33.0,usa
37904,24.0,usa
39700,43.0,usa
41117,34.0,usa
43310,29.0,usa
43902,35.0,usa
46690,27.0,switzerland
51252,33.0,usa
56663,22.0,usa
57781,37.0,usa
62151,45.0,canada
63782,23.0,usa
66731,19.0,usa
67693,24.0,usa
68574,22.0,usa
71075,26.0,usa
72980,52.0,usa
77082,21.0,usa
80105,39.0,usa
82001,32.0,usa
85265,43.0,newzealand
88146,43.0,usa
92688,62.0,usa
100838,35.0,usa
101901,29.0,usa
108531,34.0,usa
108800,32.0,usa
109727,27.0,usa
110712,21.0,unitedkingdom
111054,21.0,usa
112307,62.0,usa
115905,28.0,canada
116090,18.0,usa
116433,35.0,usa
116537,21.0,usa
116740,50.0,usa
120797,29.0,canada
126685,18.0,usa
129725,30.0,canada
130150,17.0,usa
132996,34.0,usa
133786,35.0,usa
137151,39.0,canada
138437,71.0,usa
148794,31.0,usa
150911,35.0,usa
151125,9.0,usa
151806,50.0,newzealand
152330,24.0,canada
154736,30.0,usa
155816,49.0,canada
161448,57.0,usa
162935,28.0,australia
167296,39.0,usa
168336,57.0,canada
169681,41.0,usa
171767,47.0,usa
174916,34.0,usa
175123,28.0,usa
175703,27.0,canada
177108,62.0,usa
183248,37.0,usa
187871,22.0,canada
193441,27.0,usa
194202,40.0,usa
194572,19.0,usa
200409,33.0,usa
206375,18.0,singapore
206384,38.0,usa
207878,32.0,usa
208641,48.0,usa
212502,18.0,usa
221389,32.0,usa
222638,16.0,canada
229456,40.0,usa
231854,36.0,usa
240394,25.0,usa
245088,27.0,usa
246528,31.0,usa
250341,37.0,usa
254822,27.0,unitedkingdom
266378,16.0,usa
271196,21.0,usa
272217,55.0,canada
275906,19.0,usa
900,25.0,usa
42573,78.0,usa
116170,24.0,usa
116746,66.0,usa
187919,24.0,usa
196018,27.0,usa
268179,37.0,usa
212983,24.0,usa
243132,16.0,usa
60400,25.0,usa
76840,28.0,usa
182425,26.0,usa
30779,18.0,canada
187048,36.0,usa
413,17.0,usa
2366,16.0,usa
7769,30.0,usa
11709,29.0,usa
20029,16.0,usa
36114,15.0,usa
52125,23.0,usa
90687,20.0,usa
96142,44.0,usa
101588,43.0,usa
144247,21.0,australia
151729,23.0,usa
153249,26.0,usa
189983,58.0,usa
198336,25.0,usa
200811,55.0,usa
233256,36.0,usa
261937,29.0,usa
267602,26.0,usa
253490,32.0,usa
264041,36.0,canada
273075,26.0,usa
6604,48.0,usa
31677,36.0,usa
48970,74.0,usa
51892,60.0,usa
66106,49.0,usa
81845,34.0,unitedkingdom
93166,39.0,usa
113633,42.0,usa
141178,25.0,unitedkingdom
156584,55.0,australia
159283,66.0,unitedkingdom
181191,63.0,usa
190592,16.0,unitedkingdom
196251,21.0,unitedkingdom
205632,19.0,canada
215040,51.0,usa
238936,10.0,usa
245927,47.0,canada
251541,41.0,usa
270154,28.0,usa
277937,40.0,usa
54740,34.0,usa
62009,34.0,usa
146155,50.0,usa
149665,67.0,usa
156161,25.0,usa
158427,25.0,usa
209356,55.0,usa
258425,56.0,canada
82942,60.0,usa
20175,46.0,usa
43673,57.0,usa
54046,25.0,costarica
60570,15.0,usa
66220,57.0,usa
76257,38.0,usa
92379,29.0,usa
99198,34.0,france
102375,27.0,unitedkingdom
127336,21.0,usa
136943,37.0,unitedkingdom
137604,30.0,usa
143695,50.0,usa
149025,58.0,unitedkingdom
149204,33.0,usa
162260,25.0,usa
175592,44.0,usa
178839,46.0,usa
184639,18.0,usa
187287,56.0,usa
215523,56.0,usa
238731,27.0,usa
243639,17.0,usa
265932,25.0,singapore
188772,18.0,usa
270180,35.0,usa
7078,30.0,usa
22145,30.0,canada
26020,64.0,usa
30290,29.0,usa
30298,48.0,usa
30884,30.0,usa
32437,67.0,usa
41657,48.0,usa
45781,34.0,usa
46173,22.0,usa
46279,47.0,usa
47831,31.0,usa
48980,57.0,usa
50007,54.0,usa
50504,59.0,usa
53060,25.0,usa
56167,22.0,italy
56850,14.0,usa
58860,41.0,usa
59374,53.0,usa
59430,48.0,usa
59919,16.0,usa
60626,30.0,canada
62741,25.0,usa
68709,47.0,usa
78634,31.0,usa
78935,41.0,canada
80327,46.0,usa
81955,50.0,usa
84226,24.0,usa
91150,42.0,usa
92152,57.0,usa
94027,63.0,usa
95933,20.0,usa
96239,18.0,usa
99102,45.0,usa
99222,22.0,usa
100517,46.0,usa
100658,50.0,usa
101520,47.0,usa
110110,25.0,canada
112033,42.0,usa
116717,27.0,usa
126432,26.0,usa
132261,60.0,usa
144869,31.0,unitedkingdom
148109,18.0,usa
148784,66.0,usa
149936,59.0,usa
151101,40.0,usa
157082,25.0,france
164141,32.0,usa
168934,46.0,usa
178157,58.0,usa
180160,24.0,usa
180910,29.0,usa
181117,51.0,usa
182229,33.0,usa
188813,45.0,usa
197504,21.0,usa
198302,33.0,usa
200668,56.0,usa
205943,43.0,usa
216879,21.0,usa
221702,51.0,usa
231430,52.0,australia
237539,18.0,usa
243984,40.0,usa
259305,39.0,usa
266299,61.0,usa
270551,32.0,usa
271156,56.0,usa
273471,26.0,usa
13256,38.0,usa
35320,24.0,australia
37594,35.0,usa
64791,28.0,usa
93335,36.0,usa
106201,18.0,usa
107592,34.0,usa
142090,33.0,usa
146781,52.0,usa
212411,25.0,usa
226725,56.0,usa
227302,50.0,usa
244993,27.0,unitedkingdom
271711,29.0,portugal
5710,28.0,usa
51983,19.0,usa
73225,59.0,usa
111521,13.0,usa
117481,39.0,usa
181474,28.0,usa
183154,28.0,usa
254852,20.0,canada
3543,37.0,usa
6975,15.0,canada
12707,37.0,canada
17917,23.0,unitedkingdom
22114,28.0,canada
30052,52.0,usa
31094,82.0,usa
35143,53.0,usa
47206,14.0,usa
54653,26.0,usa
58325,32.0,usa
64110,48.0,canada
74330,31.0,canada
80623,20.0,usa
86100,70.0,usa
91448,42.0,usa
93279,29.0,usa
98007,33.0,usa
108760,25.0,canada
111310,31.0,usa
118678,53.0,usa
119996,48.0,usa
123580,38.0,usa
132957,52.0,usa
136328,45.0,unitedkingdom
152755,42.0,usa
152961,34.0,usa
153502,20.0,unitedkingdom
160148,38.0,usa
162662,30.0,canada
166231,51.0,usa
171216,77.0,usa
172163,25.0,canada
172240,34.0,usa
188822,24.0,usa
195880,40.0,canada
206119,61.0,usa
219178,57.0,usa
226476,52.0,canada
229723,32.0,usa
252311,56.0,usa
253304,28.0,australia
254405,33.0,usa
263829,35.0,usa
269244,16.0,usa
56707,21.0,usa
93170,52.0,canada
104341,46.0,unitedkingdom
108104,56.0,usa
115278,23.0,usa
123415,55.0,usa
125698,29.0,canada
175266,49.0,usa
213298,68.0,usa
240307,26.0,usa
247322,36.0,usa
250398,50.0,usa
255454,36.0,usa
9574,33.0,usa
32862,34.0,usa
59180,55.0,usa
68227,35.0,usa
71183,32.0,usa
145652,37.0,usa
146784,21.0,usa
159004,35.0,usa
215801,42.0,usa
218273,44.0,usa
244900,42.0,usa
265192,24.0,usa
274319,30.0,usa
277873,37.0,usa
3104,27.0,usa
10313,37.0,usa
13393,49.0,usa
19558,23.0,japan
29789,39.0,usa
36547,45.0,usa
37129,31.0,canada
38005,58.0,usa
44264,30.0,usa
48382,42.0,usa
48430,38.0,usa
63904,26.0,usa
71683,23.0,australia
80676,51.0,usa
84174,27.0,usa
85925,20.0,usa
86048,29.0,usa
99066,32.0,usa
99193,51.0,usa
105430,57.0,usa
106862,43.0,usa
107099,27.0,usa
107817,65.0,usa
109502,16.0,usa
110056,73.0,usa
117751,41.0,usa
119541,29.0,usa
121534,24.0,usa
125734,25.0,usa
125940,20.0,usa
126123,40.0,usa
130241,16.0,usa
133332,33.0,usa
136137,50.0,usa
137515,58.0,usa
140947,46.0,usa
141580,41.0,usa
150221,55.0,usa
155141,31.0,usa
156816,45.0,usa
157959,53.0,usa
160344,31.0,usa
161708,61.0,usa
162882,36.0,usa
185360,26.0,usa
190676,34.0,unitedkingdom
191638,44.0,usa
198860,38.0,usa
202162,26.0,usa
203973,18.0,usa
205111,26.0,unitedkingdom
208167,21.0,usa
211098,19.0,usa
211269,37.0,unitedkingdom
212027,45.0,usa
216219,46.0,usa
217055,16.0,usa
220753,24.0,usa
224830,43.0,usa
225803,40.0,usa
232403,49.0,usa
232777,26.0,usa
233374,30.0,usa
234477,26.0,canada
236179,20.0,usa
241048,30.0,japan
255490,39.0,usa
258280,30.0,japan
259768,31.0,usa
262557,70.0,usa
266741,18.0,usa
268618,24.0,usa
274124,40.0,usa
276203,18.0,usa
430,54.0,usa
11315,26.0,australia
21450,51.0,usa
431,40.0,usa
69907,80.0,usa
123779,47.0,canada
138259,31.0,usa
144962,54.0,usa
153787,36.0,usa
176037,74.0,usa
191589,55.0,usa
196036,48.0,usa
198767,65.0,usa
209085,28.0,israel
432,21.0,usa
83049,35.0,usa
36502,19.0,canada
95948,53.0,usa
127854,28.0,usa
235866,51.0,usa
250419,32.0,singapore
162784,24.0,usa
246609,20.0,usa
272623,19.0,canada
433,48.0,usa
12614,51.0,usa
112914,43.0,usa
140685,32.0,usa
4149,58.0,usa
5956,27.0,usa
6611,22.0,usa
11124,30.0,usa
14181,38.0,usa
27395,48.0,usa
27551,56.0,usa
29763,56.0,usa
36623,42.0,usa
40222,33.0,usa
45042,38.0,usa
45435,32.0,usa
47050,55.0,usa
54281,20.0,usa
57302,32.0,usa
59102,35.0,usa
59203,31.0,unitedkingdom
59412,53.0,usa
65207,20.0,usa
74395,54.0,usa
80214,19.0,usa
82481,46.0,usa
88181,29.0,usa
90966,45.0,unitedkingdom
94781,28.0,usa
97905,42.0,usa
100984,51.0,usa
102189,27.0,usa
108316,67.0,usa
110033,61.0,usa
115883,37.0,usa
116721,24.0,usa
116817,26.0,usa
119413,34.0,usa
126360,21.0,usa
126824,24.0,usa
131137,42.0,usa
131528,21.0,usa
132219,33.0,canada
133294,66.0,usa
134999,28.0,usa
135799,50.0,usa
137487,26.0,usa
141461,39.0,usa
144262,28.0,usa
161234,41.0,usa
163579,58.0,usa
164237,31.0,usa
164495,21.0,usa
169932,61.0,usa
170519,46.0,usa
171065,32.0,usa
172377,28.0,usa
173552,32.0,usa
174856,26.0,usa
175463,55.0,usa
181436,30.0,usa
184196,30.0,usa
197424,42.0,usa
203105,33.0,unitedkingdom
204793,33.0,usa
209621,59.0,usa
210167,17.0,usa
216349,22.0,usa
222871,52.0,usa
223883,26.0,usa
227672,19.0,usa
232925,27.0,usa
234141,31.0,usa
235384,21.0,usa
236625,38.0,usa
244292,38.0,usa
251325,26.0,unitedkingdom
254289,51.0,usa
257082,45.0,usa
257971,43.0,usa
260915,38.0,usa
33489,26.0,usa
102955,33.0,usa
161662,32.0,usa
440,16.0,usa
47215,35.0,usa
77766,29.0,usa
81865,27.0,canada
95303,27.0,usa
120709,47.0,canada
182749,30.0,canada
210738,21.0,usa
216983,16.0,canada
224904,27.0,usa
228636,57.0,usa
239160,25.0,unitedkingdom
250869,34.0,usa
258915,21.0,usa
260796,54.0,usa
262430,25.0,usa
268148,52.0,usa
86819,26.0,usa
138307,24.0,usa
155263,37.0,usa
167329,33.0,usa
174195,26.0,canada
246261,43.0,usa
264061,30.0,usa
3628,45.0,usa
8238,31.0,usa
31841,19.0,usa
55242,30.0,canada
57180,51.0,usa
78736,62.0,usa
86555,44.0,usa
109780,25.0,usa
128034,19.0,usa
140382,38.0,australia
213797,44.0,usa
246696,41.0,canada
248502,20.0,usa
266154,35.0,usa
278798,39.0,usa
441,34.0,usa
13958,23.0,usa
31256,58.0,usa
60078,30.0,usa
122469,55.0,usa
127798,57.0,usa
138303,51.0,canada
181386,17.0,unitedkingdom
213202,38.0,canada
219911,23.0,unitedkingdom
236549,34.0,usa
238096,41.0,usa
251327,37.0,usa
264709,36.0,canada
65068,61.0,usa
145353,20.0,usa
243814,41.0,usa
277197,24.0,usa
444,40.0,usa
25641,43.0,usa
141325,34.0,usa
251440,52.0,usa
270731,47.0,usa
27404,70.0,usa
73741,30.0,usa
84137,19.0,usa
164871,32.0,usa
202673,45.0,canada
212268,23.0,usa
212385,18.0,phillipines
44702,16.0,usa
40690,49.0,usa
167562,28.0,usa
226998,65.0,usa
266642,70.0,usa
138115,35.0,usa
208393,35.0,australia
3839,53.0,usa
8073,50.0,usa
16129,60.0,usa
16935,41.0,usa
38612,33.0,usa
40068,76.0,usa
51071,30.0,usa
53988,25.0,usa
61291,30.0,usa
72188,33.0,usa
88533,18.0,usa
101150,56.0,usa
101540,57.0,usa
103467,45.0,usa
105586,23.0,usa
108488,36.0,usa
108583,34.0,canada
108815,16.0,usa
112223,43.0,usa
115150,59.0,usa
136022,37.0,usa
140436,32.0,canada
158766,29.0,usa
176367,35.0,usa
220584,15.0,usa
222521,43.0,usa
232281,27.0,usa
267990,18.0,canada
25105,62.0,canada
89388,18.0,usa
135141,46.0,usa
207926,26.0,usa
1008,50.0,usa
1805,22.0,usa
2333,29.0,usa
5091,35.0,usa
7134,23.0,usa
8856,31.0,usa
9582,40.0,usa
9991,43.0,usa
12209,18.0,usa
12578,26.0,usa
15071,22.0,unitedkingdom
17328,34.0,usa
21079,41.0,usa
21406,41.0,usa
22154,36.0,usa
24641,29.0,usa
24642,35.0,canada
24824,43.0,usa
26534,35.0,austria
26713,39.0,usa
28117,36.0,usa
29867,62.0,usa
29895,21.0,usa
30486,23.0,usa
30623,6.0,usa
30764,55.0,usa
31435,22.0,usa
31712,28.0,usa
33934,52.0,usa
34935,48.0,usa
35177,27.0,usa
36582,57.0,usa
40680,31.0,usa
42965,46.0,usa
48215,14.0,usa
48662,46.0,usa
48775,24.0,usa
49280,35.0,usa
50676,24.0,canada
50862,13.0,usa
52445,24.0,usa
52449,46.0,usa
55537,23.0,usa
55810,35.0,canada
55918,41.0,usa
57620,45.0,usa
60142,39.0,italy
61805,12.0,usa
61851,59.0,usa
61899,15.0,usa
62349,49.0,usa
66483,16.0,germany
66523,57.0,usa
69672,46.0,usa
72921,29.0,usa
73535,44.0,usa
73638,57.0,usa
75187,40.0,australia
75416,38.0,usa
76016,67.0,usa
76396,9.0,usa
76873,23.0,austria
80084,24.0,usa
80497,26.0,usa
81611,45.0,usa
82051,54.0,usa
84527,38.0,usa
92844,37.0,usa
94408,39.0,usa
98551,24.0,canada
100197,53.0,usa
101148,55.0,usa
101154,30.0,usa
101338,67.0,usa
101857,25.0,usa
103876,28.0,usa
105109,53.0,usa
106356,8.0,usa
107113,26.0,usa
109335,50.0,usa
109649,43.0,usa
111136,26.0,canada
113992,55.0,usa
114389,41.0,usa
116638,32.0,usa
117124,33.0,australia
119566,61.0,usa
120610,24.0,unitedkingdom
122694,27.0,usa
123650,48.0,usa
124946,56.0,usa
126228,57.0,usa
127910,36.0,usa
131481,29.0,usa
131891,41.0,usa
132003,42.0,usa
135615,78.0,usa
136465,18.0,usa
136598,37.0,usa
136618,56.0,usa
137428,51.0,usa
137584,27.0,usa
139070,30.0,usa
139243,37.0,usa
139247,17.0,usa
144060,68.0,usa
144328,39.0,usa
146570,32.0,canada
148704,25.0,usa
151272,49.0,usa
151824,54.0,usa
152875,36.0,usa
153620,31.0,usa
154499,49.0,usa
160014,50.0,canada
161326,38.0,unitedkingdom
162001,13.0,usa
162846,30.0,usa
163876,27.0,usa
166646,30.0,usa
168388,29.0,canada
169880,38.0,usa
170645,41.0,others
170656,24.0,usa
171728,9.0,usa
174719,35.0,usa
176853,31.0,usa
178001,29.0,usa
182554,29.0,usa
183540,35.0,usa
185192,52.0,usa
186885,38.0,canada
187155,29.0,usa
187244,48.0,usa
187989,79.0,usa
188396,19.0,usa
188704,20.0,usa
189804,31.0,australia
191875,25.0,usa
192063,61.0,canada
192158,24.0,usa
192767,26.0,usa
193339,28.0,canada
193428,36.0,usa
193472,43.0,usa
195101,55.0,usa
198369,44.0,usa
201775,24.0,usa
203392,62.0,usa
204641,32.0,usa
204698,16.0,usa
205162,65.0,usa
205188,56.0,canada
205878,34.0,usa
208385,29.0,usa
212265,24.0,usa
212328,34.0,usa
212775,70.0,usa
215149,28.0,usa
218193,59.0,usa
218719,28.0,usa
218724,28.0,unitedkingdom
219938,45.0,usa
220147,63.0,usa
222657,24.0,usa
223208,29.0,usa
224099,30.0,usa
225261,33.0,usa
226746,30.0,canada
228760,22.0,usa
230997,60.0,usa
232709,30.0,canada
232740,50.0,netherlands
234808,40.0,canada
235145,37.0,usa
237350,33.0,usa
237482,25.0,usa
239718,19.0,usa
240226,25.0,usa
240272,26.0,usa
242048,37.0,usa
242964,36.0,usa
243526,59.0,usa
244389,60.0,usa
245393,50.0,canada
247868,31.0,usa
250544,38.0,usa
251133,66.0,usa
251362,25.0,usa
253133,39.0,usa
258784,37.0,usa
260977,24.0,usa
261223,71.0,usa
262467,49.0,usa
264668,30.0,usa
265893,37.0,usa
265938,40.0,usa
266232,42.0,usa
267920,30.0,usa
270414,21.0,usa
272720,40.0,usa
275678,20.0,usa
277462,40.0,canada
278350,52.0,usa
59734,55.0,usa
137019,30.0,usa
181076,53.0,canada
236580,17.0,usa
87540,52.0,usa
18848,41.0,canada
96450,25.0,usa
213919,15.0,usa
778,54.0,usa
8680,16.0,usa
46254,69.0,canada
94314,46.0,usa
94680,43.0,usa
104990,23.0,unitedkingdom
120578,14.0,usa
136077,66.0,usa
146029,37.0,usa
162328,62.0,usa
167668,49.0,canada
171884,23.0,usa
178914,30.0,usa
199686,13.0,usa
204455,56.0,usa
210896,43.0,usa
219728,38.0,usa
251696,14.0,canada
260888,34.0,usa
268579,32.0,usa
106238,46.0,usa
163912,36.0,usa
164863,37.0,usa
205355,29.0,usa
15062,47.0,usa
30607,30.0,usa
51449,26.0,unitedkingdom
65786,21.0,usa
81360,60.0,canada
84531,52.0,usa
124645,32.0,canada
131885,41.0,canada
133096,28.0,brazil
159868,27.0,usa
177683,12.0,usa
196492,55.0,canada
264371,36.0,usa
9896,41.0,usa
141443,22.0,usa
143584,58.0,usa
14285,31.0,usa
73716,30.0,canada
142020,27.0,usa
214903,32.0,usa
263577,52.0,unitedkingdom
447,65.0,usa
5209,48.0,usa
453,30.0,usa
8268,35.0,usa
15510,47.0,usa
16754,28.0,usa
17869,56.0,usa
21061,37.0,usa
25711,43.0,usa
27956,36.0,usa
28319,23.0,usa
29795,27.0,unitedkingdom
34988,30.0,usa
38176,56.0,usa
38926,42.0,australia
39639,34.0,usa
42239,65.0,usa
44537,32.0,usa
45507,35.0,usa
48546,33.0,usa
51615,62.0,usa
53077,45.0,usa
56423,13.0,usa
57913,29.0,usa
58645,48.0,usa
64966,31.0,usa
67790,40.0,usa
68793,27.0,usa
70664,27.0,usa
70727,34.0,usa
70918,34.0,usa
74577,23.0,usa
79513,50.0,usa
89050,19.0,usa
91840,34.0,netherlands
94526,29.0,usa
99341,31.0,usa
106673,57.0,usa
108196,45.0,usa
111300,34.0,usa
112502,29.0,usa
117903,36.0,usa
120696,31.0,usa
121946,24.0,usa
123813,27.0,usa
123969,24.0,australia
124610,42.0,canada
132382,40.0,usa
133233,26.0,usa
133846,31.0,usa
135067,43.0,usa
139574,29.0,usa
139580,55.0,usa
139937,23.0,usa
141439,49.0,usa
143409,65.0,usa
143683,48.0,usa
144194,21.0,usa
145766,39.0,usa
149958,30.0,usa
149996,52.0,usa
152318,35.0,usa
152899,44.0,usa
157787,23.0,netherlands
162886,29.0,portugal
168070,34.0,usa
171311,25.0,unitedkingdom
171394,44.0,usa
172624,24.0,germany
175536,27.0,germany
176181,29.0,usa
176795,48.0,usa
181255,26.0,usa
190897,37.0,usa
197474,21.0,usa
205285,18.0,usa
208650,54.0,usa
209688,15.0,usa
210097,54.0,usa
214809,63.0,italy
215384,31.0,usa
216576,36.0,usa
217223,57.0,usa
219157,36.0,usa
221669,28.0,usa
222970,28.0,usa
222996,51.0,usa
223152,41.0,usa
224257,40.0,usa
226874,33.0,usa
228313,17.0,usa
235729,31.0,unitedkingdom
